Title,Subject,Name.subject,Coverage.geographic,Name.photographer,Year,Description.caption,longitude,latitude,latlong,photos
"Lobero Theatre, Santa Barbara, [1925?]",Theaters $z California $z Santa Barbara|~|Theaters $z California $z Santa Barbara|~|Theaters $z California $z Santa Barbara,"Lobero Theatre (Santa Barbara, Calif.)|~|Lobero Theatre (Santa Barbara, Calif.)|~|Lobero Theatre (Santa Barbara, Calif.)",Santa Barbara (Calif.)|~|Santa Barbara (Calif.)|~|Santa Barbara (Calif.),,1925,"Handwritten at edge of negative: Lobero Theatre|~|Text from nitrate negative sleeve: California, Santa Barbara, buildings|~|At upper left corner of negative: 11|~|Handwritten at edge of negative: Lobero Theatre|~|Text from nitrate negative sleeve: California, Santa Barbara, buildings|~|At upper left corner of negative: 11|~|Handwritten at edge of negative: Lobero Theatre|~|Text from nitrate negative sleeve: California, Santa Barbara, buildings|~|At upper left corner of negative: 11",-119.699427,34.421489,"34.421489, -119.699427",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0713.jpg
"County National Bank and Trust Company, Santa Barbara, [1925?]",Banks $z California $z Santa Barbara|~|Banks $z California $z Santa Barbara|~|Banks $z California $z Santa Barbara,"County National Bank and Trust Company (Santa Barbara, Calif.)|~|County National Bank and Trust Company (Santa Barbara, Calif.)|~|County National Bank and Trust Company (Santa Barbara, Calif.)",Santa Barbara (Calif.)|~|Santa Barbara (Calif.)|~|Santa Barbara (Calif.),,1925,"Text from nitrate negative sleeve: California, Santa Barbara, buildings|~|At upper left corner of negative: 9|~|Handwritten at edge of negative: County Nat. Bank. A|~|Text from nitrate negative sleeve: California, Santa Barbara, buildings|~|At upper left corner of negative: 9|~|Handwritten at edge of negative: County Nat. Bank. A|~|Text from nitrate negative sleeve: California, Santa Barbara, buildings|~|At upper left corner of negative: 9|~|Handwritten at edge of negative: County Nat. Bank. A",-119.701859,34.421334,"34.421334, -119.701859",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0719.jpg
"Barker Brothers building, South Broadway, Los Angeles, [1925?]",Commercial streets $z California $z Los Angeles|~|Commercial streets $z California $z Los Angeles|~|Commercial streets $z California $z Los Angeles,"Barker Bros. Building (Los Angeles, Calif.)|~|Barker Bros. Building (Los Angeles, Calif.)|~|Barker Bros. Building (Los Angeles, Calif.)",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1925,Handwritten at edge of negative: Old Barker Bros Bldg|~|Text from nitrate negative sleeve: Barker Brothers Store|~|Handwritten at edge of negative: Old Barker Bros Bldg|~|Text from nitrate negative sleeve: Barker Brothers Store|~|Handwritten at edge of negative: Old Barker Bros Bldg|~|Text from nitrate negative sleeve: Barker Brothers Store,-118.254521,34.044162,"34.044162, -118.254521",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0877.jpg
"Jackie Warner throwing a ball at Washington Park baseball field, Los Angeles, 1925",Baseball $z California $z Los Angeles|~|Baseball $z California $z Los Angeles|~|Baseball $z California $z Los Angeles,"Washington Park (Los Angeles, Calif. : Ballpark)|~|Washington Park (Los Angeles, Calif. : Ballpark)|~|Washington Park (Los Angeles, Calif. : Ballpark)|~|Warner, Jackie, $d 1903-1986|~|Warner, Jackie, $d 1903-1986|~|Warner, Jackie, $d 1903-1986",Vernon (Calif.)|~|Vernon (Calif.)|~|Vernon (Calif.),,1925,"Text from negative sleeve: Warner, Jack Baseball|~|Handwritten on negative: Jackie Warner|~|Text from negative sleeve: Warner, Jack Baseball|~|Handwritten on negative: Jackie Warner|~|Text from negative sleeve: Warner, Jack Baseball|~|Handwritten on negative: Jackie Warner",-118.266788,34.03193,"34.03193, -118.266788",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_4261.jpg
"Architectural drawing, Breakers Beach Club, Santa Monica, 1925",,"Breakers Beach Club (Santa Monica, Calif.)|~|Breakers Beach Club (Santa Monica, Calif.)|~|Breakers Beach Club (Santa Monica, Calif.)",Santa Monica (Calif.)|~|Santa Monica (Calif.)|~|Santa Monica (Calif.),,1925,"Handwritten at edge of negative: Breakers Club|~|Text from nitrate negative sleeve: California, Santa Monica, Breakfast Club|~|At lower right corner of drawing: Breakers Club of Southern California, Santa Monica, California, A.B. Rosenthal, Architect, Los Angeles, Calif., The Fidelity Construction Company, Engineers and Contractors|~|Handwritten at edge of negative: Breakers Club|~|Text from nitrate negative sleeve: California, Santa Monica, Breakfast Club|~|At lower right corner of drawing: Breakers Club of Southern California, Santa Monica, California, A.B. Rosenthal, Architect, Los Angeles, Calif., The Fidelity Construction Company, Engineers and Contractors|~|Handwritten at edge of negative: Breakers Club|~|Text from nitrate negative sleeve: California, Santa Monica, Breakfast Club|~|At lower right corner of drawing: Breakers Club of Southern California, Santa Monica, California, A.B. Rosenthal, Architect, Los Angeles, Calif., The Fidelity Construction Company, Engineers and Contractors",-118.49485,34.007845,"34.007845, -118.49485",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0811.jpg
"Crowd and stage full of beauty contestants at Venice Beach, Calif, circa 1925",Spectators--California--Los Angeles County|~|Spectators--California--Los Angeles County|~|Spectators--California--Los Angeles County|~|Beauty contests--California--Los Angeles|~|Beauty contests--California--Los Angeles|~|Beauty contests--California--Los Angeles|~|Bathing suits--California--1920-1930|~|Bathing suits--California--1920-1930|~|Bathing suits--California--1920-1930|~|Bathing beauties|~|Bathing beauties|~|Bathing beauties|~|Beauty contestants--California--Los Angeles County|~|Beauty contestants--California--Los Angeles County|~|Beauty contestants--California--Los Angeles County|~|Events|~|Events|~|Events|~|Culture|~|Culture|~|Culture,,"Venice (Los Angeles, Calif.)|~|Venice (Los Angeles, Calif.)|~|Venice (Los Angeles, Calif.)",,1925,,-118.4674457,33.97850757,"33.97850757, -118.4674457",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00120786a.jpg
"Composer John Philip Sousa onstage with school orchestra and school officials, Philharmonic Auditorium, Los Angeles, 1926",People|~|People|~|People|~|Music education $z California $z Los Angeles|~|Music education $z California $z Los Angeles|~|Music education $z California $z Los Angeles|~|Youth orchestras $z California $z Los Angeles|~|Youth orchestras $z California $z Los Angeles|~|Youth orchestras $z California $z Los Angeles|~|Education|~|Education|~|Education|~|Arts|~|Arts|~|Arts,"Sousa, John Philip, $d 1854-1932|~|Sousa, John Philip, $d 1854-1932|~|Sousa, John Philip, $d 1854-1932|~|Philharmonic Auditorium (Los Angeles, Calif.)|~|Philharmonic Auditorium (Los Angeles, Calif.)|~|Philharmonic Auditorium (Los Angeles, Calif.)",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1926,"Handwritten at edge of negative: John Sousa and Los Angeles school children|~|Text from newspaper caption: Sousa Gives Thrill to Young Players.  Principals in Music Festival.  Below, Sousa conducting combined elementary school orchestra.|~|Text from nitrate negative sleeve: Sousa, John Philip|~|Handwritten at edge of negative: John Sousa and Los Angeles school children|~|Text from newspaper caption: Sousa Gives Thrill to Young Players.  Principals in Music Festival.  Below, Sousa conducting combined elementary school orchestra.|~|Text from nitrate negative sleeve: Sousa, John Philip|~|Handwritten at edge of negative: John Sousa and Los Angeles school children|~|Text from newspaper caption: Sousa Gives Thrill to Young Players.  Principals in Music Festival.  Below, Sousa conducting combined elementary school orchestra.|~|Text from nitrate negative sleeve: Sousa, John Philip",-118.2521796,34.04959707,"34.04959707, -118.2521796",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_2977.jpg
"Composer John Philip Sousa receiving gift of baton from Jennie Jones, supervisor of orchestral music in the Los Angeles public schools, Los Angeles, 1926",Composers|~|Composers|~|Composers|~|People|~|People|~|People|~|batons (music equipment)|~|batons (music equipment)|~|batons (music equipment)|~|Arts|~|Arts|~|Arts,"Sousa, John Philip, $d 1854-1932|~|Sousa, John Philip, $d 1854-1932|~|Sousa, John Philip, $d 1854-1932|~|Jones, Jennie L., $d b. 1879 or 80|~|Jones, Jennie L., $d b. 1879 or 80|~|Jones, Jennie L., $d b. 1879 or 80",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1926,"Handwritten at edge of negative: Miss Jennie Jones & Sousa|~|Text from nitrate negative sleeve: Sousa, John Philip|~|Handwritten at edge of negative: Miss Jennie Jones & Sousa|~|Text from nitrate negative sleeve: Sousa, John Philip|~|Handwritten at edge of negative: Miss Jennie Jones & Sousa|~|Text from nitrate negative sleeve: Sousa, John Philip",-118.252362,34.04938595,"34.04938595, -118.252362",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_2974.jpg
"Composer John Philip Sousa with school-age musicians at Philharmonic Auditorium, Los Angeles, 1926",Composers|~|Composers|~|Composers|~|Music education $z California $z Los Angeles|~|Music education $z California $z Los Angeles|~|Music education $z California $z Los Angeles|~|Youth|~|Youth|~|Youth|~|Education|~|Education|~|Education|~|Arts|~|Arts|~|Arts,"Sousa, John Philip, $d 1854-1932|~|Sousa, John Philip, $d 1854-1932|~|Sousa, John Philip, $d 1854-1932",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1926,"Handwritten at edge of negative: Sousa and L.A. school children|~|Text from nitrate negative sleeve: Sousa, John Philip|~|Handwritten at edge of negative: Sousa and L.A. school children|~|Text from nitrate negative sleeve: Sousa, John Philip|~|Handwritten at edge of negative: Sousa and L.A. school children|~|Text from nitrate negative sleeve: Sousa, John Philip",-118.252362,34.04938595,"34.04938595, -118.252362",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_2975.jpg
"Composer John Philip Sousa and music supervisor Kathryn E. Stone awarding trophies to music students, Los Angeles, 1926",Composers|~|Composers|~|Composers|~|Music education $z California $z Los Angeles|~|Music education $z California $z Los Angeles|~|Music education $z California $z Los Angeles|~|Youth|~|Youth|~|Youth|~|Education|~|Education|~|Education|~|Arts|~|Arts|~|Arts,"Sousa, John Philip, $d 1854-1932|~|Sousa, John Philip, $d 1854-1932|~|Sousa, John Philip, $d 1854-1932|~|Fletcher, John, $d b. ca. 1915|~|Fletcher, John, $d b. ca. 1915|~|Fletcher, John, $d b. ca. 1915|~|Stone, Kathryn E. $q (Kathryn Emilie), $d b. 1865|~|Stone, Kathryn E. $q (Kathryn Emilie), $d b. 1865|~|Stone, Kathryn E. $q (Kathryn Emilie), $d b. 1865|~|Gross, Helen, $d b. ca. 1915|~|Gross, Helen, $d b. ca. 1915|~|Gross, Helen, $d b. ca. 1915|~|Rubin, Dana, $d b. ca. 1915|~|Rubin, Dana, $d b. ca. 1915|~|Rubin, Dana, $d b. ca. 1915|~|Boswell, Harry, $d b. ca. 1915|~|Boswell, Harry, $d b. ca. 1915|~|Boswell, Harry, $d b. ca. 1915",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1926,"Text from newspaper caption: Sousa Gives Thrill to Young Players.  Principals in Music Festival.  At top, left to right, John Fletcher, Harry Boswell, Miss Kathryn F. Stone, John Philip Sousa, Helen Gross and Dana Rubin.|~|Handwritten at edge of negative: John Phillip Sousa and Katherine Stone presenting cups to school children|~|Text from nitrate negative sleeve: Sousa, John Philip|~|Text from newspaper caption: Sousa Gives Thrill to Young Players.  Principals in Music Festival.  At top, left to right, John Fletcher, Harry Boswell, Miss Kathryn F. Stone, John Philip Sousa, Helen Gross and Dana Rubin.|~|Handwritten at edge of negative: John Phillip Sousa and Katherine Stone presenting cups to school children|~|Text from nitrate negative sleeve: Sousa, John Philip|~|Text from newspaper caption: Sousa Gives Thrill to Young Players.  Principals in Music Festival.  At top, left to right, John Fletcher, Harry Boswell, Miss Kathryn F. Stone, John Philip Sousa, Helen Gross and Dana Rubin.|~|Handwritten at edge of negative: John Phillip Sousa and Katherine Stone presenting cups to school children|~|Text from nitrate negative sleeve: Sousa, John Philip",-118.252362,34.04938595,"34.04938595, -118.252362",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_2978.jpg
"Composer John Philip Sousa standing with Jennie Jones and Susan Dorsey, Los Angeles, 1926",Composers|~|Composers|~|Composers|~|People|~|People|~|People|~|Arts|~|Arts|~|Arts,"Sousa, John Philip, $d 1854-1932|~|Sousa, John Philip, $d 1854-1932|~|Sousa, John Philip, $d 1854-1932|~|Dorsey, Susan Miller, $d 1857-1946|~|Dorsey, Susan Miller, $d 1857-1946|~|Dorsey, Susan Miller, $d 1857-1946|~|Jones, Jennie L., $d b. 1879 or 80|~|Jones, Jennie L., $d b. 1879 or 80|~|Jones, Jennie L., $d b. 1879 or 80",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1926,"Text from nitrate negative sleeve: Sousa, John Philip|~|Handwritten at edge of negative: LtoR, Miss Jennie Jones, Sousa, Susan Dorsey|~|Text from nitrate negative sleeve: Sousa, John Philip|~|Handwritten at edge of negative: LtoR, Miss Jennie Jones, Sousa, Susan Dorsey|~|Text from nitrate negative sleeve: Sousa, John Philip|~|Handwritten at edge of negative: LtoR, Miss Jennie Jones, Sousa, Susan Dorsey",-118.2524344,34.04935039,"34.04935039, -118.2524344",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_2976.jpg
Crucifix above gateway at Los Angeles Mission Gardens in 1926,Crosses--California--Los Angeles County|~|Crosses--California--Los Angeles County|~|Crosses--California--Los Angeles County|~|Gardens--California--Los Angeles|~|Gardens--California--Los Angeles|~|Gardens--California--Los Angeles|~|Religion|~|Religion|~|Religion,,"Mission Gardens (Los Angeles, Calif.)|~|Mission Gardens (Los Angeles, Calif.)|~|Mission Gardens (Los Angeles, Calif.)",,1926,,-118.25064,34.05107715,"34.05107715, -118.25064",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00166169a.jpg
"Football player Earl Britton running, Los Angeles Coliseum, Los Angeles, 1926",Football players $z California $z Los Angeles|~|Football players $z California $z Los Angeles|~|Football players $z California $z Los Angeles|~|Sports|~|Sports|~|Sports|~|People|~|People|~|People|~|Environment|~|Environment|~|Environment,"Los Angeles Memorial Coliseum (Los Angeles, Calif.)|~|Los Angeles Memorial Coliseum (Los Angeles, Calif.)|~|Los Angeles Memorial Coliseum (Los Angeles, Calif.)|~|Britton, Earl Tanner, $d 1903-1973|~|Britton, Earl Tanner, $d 1903-1973|~|Britton, Earl Tanner, $d 1903-1973",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),"Snyder, William Earl, $d 1896-1956|~|Snyder, William Earl, $d 1896-1956|~|Snyder, William Earl, $d 1896-1956",1926,"Text from newspaper caption: How Grange Will Appear to Tigers Today.  The famous Wheaton whirlwindäó»s success as an open-field runner is due in no small measure to the way in which Earl Britton, his little playmate at Illinois, clears the way.  Photo shows Earl, who weighs 210 pounds, leading äóìRedäóù on a play in yesterdayäó»s workout at the Coliseum.|~|Text from nitrate negative sleeve: 7847 - Feb 9 1937, Red Grange|~|Handwritten at edge of negative: 10 Earl Britton|~|Text from newspaper caption: How Grange Will Appear to Tigers Today.  The famous Wheaton whirlwindäó»s success as an open-field runner is due in no small measure to the way in which Earl Britton, his little playmate at Illinois, clears the way.  Photo shows Earl, who weighs 210 pounds, leading äóìRedäóù on a play in yesterdayäó»s workout at the Coliseum.|~|Text from nitrate negative sleeve: 7847 - Feb 9 1937, Red Grange|~|Handwritten at edge of negative: 10 Earl Britton|~|Text from newspaper caption: How Grange Will Appear to Tigers Today.  The famous Wheaton whirlwindäó»s success as an open-field runner is due in no small measure to the way in which Earl Britton, his little playmate at Illinois, clears the way.  Photo shows Earl, who weighs 210 pounds, leading äóìRedäóù on a play in yesterdayäó»s workout at the Coliseum.|~|Text from nitrate negative sleeve: 7847 - Feb 9 1937, Red Grange|~|Handwritten at edge of negative: 10 Earl Britton",-118.287904,34.014237,"34.014237, -118.287904",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0222.jpg
